5,88.0171653951,78.6724162706,88.9879025539,35.096961748,83.3436531186,88.6509074786,84.3754883316,90,90,90,59.8458093016,83.8362428214,54.5678357132,90,87.4337180403,88.2964784346,90,87.8520435119,90,90,90,86.6368763019,90,90,66.6542772614,63.0290567383,70.1982136843,90,90,0,89.2132922716,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,83.0789008293,
10,89.2841238991,75.8908736298,88.2480610917,65.7326163583,83.907321164,77.6282395208,79.9286623405,80.6132286767,89.6730410942,61.8708112247,71.2288557236,86.1332917025,78.5381026301,83.987169214,77.4930153447,54.5678357132,73.8391897145,90,88.1961708642,77.1588037578,90,53.7473792747,90,81.4701284151,90,90,90,86.2008131686,79.2555032764,90,57.6000468684,82.1336746686,80.1536574678,85.6216353367,88.9145737896,90,1,89.4151253682,89.1567206624,87.1732038302,90,90,90,90,90,90,90,80.7608909743,
15,81.1787550157,75.8908736298,88.2715498631,78.4446366249,83.907321164,76.581394418,65.5794010662,70.3024622415,89.3185663989,61.8708112247,71.2288557236,86.1332917025,78.5381026301,83.987169214,77.4930153447,54.5678357132,90,82.2228188596,90,76.5913278744,88.2115001677,76.6937123691,90,90,45.6213143096,90,77.9632164175,90,90,90,86.4818860004,80.9698440599,90,69.7956399292,82.5431790743,83.1581415706,81.3545596269,87.7882817776,90,1.20741826973E-006,75.4990845076,85.43106694,89.1374633838,87.4643454052,90,90,90,79.7919452225,
20,81.1787550157,75.8908736298,88.3206038301,80.4611223636,81.265448597,77.9156649808,67.7272815054,66.5704190505,89.1399009736,61.8708112247,71.2288557236,86.1332917025,78.5381026301,83.987169214,77.4930153447,54.5678357132,90,80.2201587104,90,80.4916263716,82.9597555696,77.1244736595,88.2294223007,90,43.9550014036,90,69.1584204591,78.2374636751,90,89.346499291,90,81.2027145418,81.4042737895,90,69.5925039983,79.0012457938,84.4271024563,77.6655900395,85.2504652399,88.3806929681,1.20741826973E-006,75.8639523589,84.3580417691,87.8623898674,87.572132323,90,90,78.8211293467,
25,83.7275051581,68.9659352822,82.6039004193,80.4611223636,82.2678687539,80.7038317439,68.6677291964,65.5726555764,89.1419543779,61.8708112247,71.2288557236,86.1332917025,78.5381026301,83.987169214,77.4930153447,54.5678357132,90,78.6694508269,90,82.2917383115,81.9247560092,74.3575999152,88.4290303156,90,48.0877291561,90,90,70.0452101125,78.1743724481,90,89.4213944834,78.8368781748,79.3824886498,75.1038221987,89.0174959375,68.2210559769,81.1018227129,83.2205227211,90,76.6977547482,84.2611645094,86.606101959,84.3580417691,71.3793214719,84.3925918099,83.4160240897,85.6275288935,79.7650102473,
30,82.4334733234,75.1564290956,76.0845015959,64.0395113924,81.7144819577,80.7038317439,65.3574869761,64.95250291,88.9213793705,61.8708112247,71.2288557236,86.1332917025,78.5381026301,83.987169214,77.4930153447,54.5678357132,90,81.5895146935,90,80.1187242303,81.9247560092,66.7788485212,89.1672559465,89.4751587607,50.5220200575,81.9067980131,85.061871102,70.0452101125,75.2520731782,90,89.4256102904,84.9784299996,78.346787444,74.9801869171,88.1513472178,66.1417308416,76.9918850946,80.9907439953,90,76.2552724406,83.8604761578,86.810847847,84.3580417691,64.7173926436,85.2450904667,81.0971961447,79.1301349243,78.4362996753,
35,75.9664382157,71.3977460947,74.6442633612,64.0395113924,74.8872276511,80.5085605122,65.1440851104,64.8220293246,88.6623223009,61.8708112247,71.2288557236,86.1332917025,78.5381026301,83.987169214,77.4930153447,54.5678357132,90,83.6929084036,90,79.6326091695,79.8042496711,66.4725853205,86.7322526177,89.4757999141,51.9999799309,84.4752268117,80.6598825383,70.0452101125,75.322563651,56.4023051986,89.5383560999,74.7190731523,74.6347164463,74.9801869171,86.8597955808,69.0815150778,65.8648210684,82.1776647894,85.8260449825,71.1099156291,80.5698546415,85.4474222546,84.3580417691,64.7853400902,86.1067921266,81.4285763903,79.2384604958,76.4964556674,
40,71.8870907558,67.2377581118,70.6265658389,65.8745794996,76.657164705,80.4811710224,66.5586822372,62.6533800579,88.6655602961,61.8708112247,71.2288557236,86.1332917025,78.5381026301,83.987169214,77.4930153447,54.5678357132,90,83.6929084036,90,82.5495852905,79.8042496711,67.1472379979,85.487718126,89.4757999141,50.7641718854,83.0853241219,81.3029504545,64.2906736176,73.7844797096,56.4023051986,89.5488137879,80.5892687998,71.70977276,75.52950365,86.9194315495,69.0910443228,65.3247915039,80.3116549393,81.6265073359,71.2215954766,79.0797857295,87.4672622492,84.3580417691,63.9865078004,86.1737672956,81.4285763903,78.8242973814,76.0731715151,
,16.1300746393,11.4346581588,18.361336715,-30.7776177516,6.6864884136,8.1697364562,17.8168060944,27.3466199421,1.3344397039,28.1291887753,-11.383046422,-2.2970488811,-23.9702669169,6.012830786,9.9407026956,33.7286427214,0,4.1591351083,0,7.4504147095,10.1957503289,19.489638304,4.512281874,0.5242000859,15.890105376,-20.0562673836,-11.1047367702,25.7093263824,16.2155202904,-56.4023051986,-0.3355215163,9.4107312002,18.29022724,14.47049635,3.0805684505,20.9089556772,24.6752084961,9.6883450607,8.3734926641,18.7784045234,10.9202142705,2.5327377508,5.6419582309,26.0134921996,3.8262327044,8.5714236097,11.1757026186,7.0057293142,336.2750070816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
