# articles	GNL2/ADORA3	KLHL14/UTS2R	SSTR2/HIP1R	CPNE5/SLC25A32	IFNB1/GGT7	HNRNPM/C4orf21	PSMC6/TEAD4	FABP5/NAPG	GPR65/FMNL3	NDUFS5/LIFR	FEM1A/SNRNP70	ANAPC1/ARID5B	ULK3/GUCY1A3	MAML1/FAM219B	TRDJ4/TSPAN31	HIST1H1T/PTPRH	MYD88/OR4C10P	RPF2/OPN4	SET/CCSER2	OR5BE1P/RBM3	ZNF154/RNU4-2	ARSEP1/ITCH	CLK2P/ABCB6	PCGF1/PAFAH1B3	LRRFIP2/EPN1	RMDN3/RPL7A	GGTLC1/ABI1	L3MBTL4/ZIC5	JUP/FAM124B	ANKRD17/TNFRSF8	PTCD3/DFNA29	MEGF11/TSPYL2	MRX2/TTLL1	HDC/CREB3	CHN1/OR8B5P	ZBTB20/LAG3	WDR74/NUDT9	FAM114A2/MUC5AC	PPIH/SLC20A1	SLURP1/CCNB2	RBKS/DUSP16	GDF2/CEBPB	KDM6A/DKK2	MRPL51/CTIF	DAP3/CLDN7	ITIH4/TNFAIP8	CDH3/LIMD2	RTN1/PYCR2	MAP2K1/GLUD1P4	CTBP1-AS2/ETFDH	
5	66.1119512369	67.4298297908	90.0	90	90	90	90	90.0	85.9875897951	90.0	84.1468945119	90.0	90.0	90	90.0	84.970085429	90	90.0	90	90	90	90	90.0	83.4065506789	90.0	90	90	90	90	90	90	90.0	74.5011105221	87.2879059709	90	90	89.4060543402	90	80.0314961925	90.0	90.0	90	80.2069748983	90	90.0	54.5678357132	90	89.481704836	90	90	
10	72.9760841182	76.0921989059	88.2955745801	88.8343762668	90	90	90	90.0	78.9401691077	90.0	80.6477389783	87.5891589713	88.3102735854	90	77.1710156742	61.1727313543	90	90.0	90	90	90	90	70.1503573236	86.9527312824	83.2158314241	90	90	90	90	90.0	90	90	73.261464642	85.76380431	90	90	88.1311753213	90	85.9244945301	90.0	89.3840324866	90	70.7419824469	90	89.3064995229	70.4167748435	90	86.6553807466	90	90	
15	73.2255814757	70.8003201357	82.0038944837	81.5644501656	90	90	90	86.8638860842	77.122644925	78.8044525455	85.0642956807	88.3829672483	73.1793815588	90	75.8484406807	66.7418877125	90	89.6382908457	90	90	90	90	82.2499904472	82.1219698381	79.5222483335	90	90	90	90	90.0	90	90	65.4690285366	82.369034764	90	90.0	86.3094982992	90	86.2662176306	80.5827426698	77.3238117963	75.9255531563	61.8559871817	90	89.2985738809	59.041426228	90	75.9016971041	90	90	
20	75.6586887656	64.1267332948	60.3883683845	90	90	90	90.0	87.8936482743	78.0053546241	79.6437907242	74.8599395148	84.9765237833	77.7581757524	90	75.9926529116	62.7862897082	90	90	90	90	90	90	80.3418797519	73.555195259	79.098935295	90	90	90	90	90.0	90	90	61.2423963005	64.6456960364	90	90.0	85.4485182996	90	85.2960016501	86.8796592242	79.963565533	69.7149311384	59.6057111314	90	88.4800463213	64.0865234306	90	71.7631831852	90	90	
25	76.5287794521	61.3014798407	62.5455266448	90	90	90	90.0	76.9360258447	68.2616062263	79.6437907242	72.7246933097	82.6725386465	77.8855321661	90	77.2733401339	67.6745423841	90	90	90	90	90	90	82.1691007921	75.6036957073	71.820996125	90	90	90	90	90.0	90	90	60.8189076668	65.3042188188	90	90.0	84.2186835851	90	85.1136021403	84.6029242329	76.9800108718	69.1481786638	61.0883197799	90	81.62974622	74.5655541341	90	70.1514734314	90	90	
30	69.8319418838	90	61.8802451206	90	90	90	83.987169214	78.8826540923	66.2946292867	71.5439829787	70.6637021544	82.8051439718	78.8962616862	90	75.269604303	63.8702048922	90	90	90	90	90	90	80.7061830311	75.4598166462	75.717662686	90	90	90	90	76.5658725541	90	90	57.3318673819	63.762589485	90	66.9507708831	82.6773372311	90	85.7292018039	85.2611764336	71.7720534513	55.4527550675	59.3780315042	90	80.707805669	61.4741803665	90	68.0209884004	90	90	
35	68.1725711346	90	66.2495091094	90	90	90	84.3897657589	75.0527250398	67.5030661943	68.1948898472	90	81.0937808737	76.9494379405	90	74.6660811581	61.7785134293	90	90	90	90	90	90	80.5975777688	71.9179552487	72.3883668186	90	90	90	90	73.3295342152	90	90	60.7364985755	62.8017414358	90	67.0899183001	77.5913706841	90	83.9391600788	85.1412478342	71.4068561305	59.0700567113	57.5542866918	90	80.9525605153	58.3589877427	90	57.1286240798	90	90	
40	66.9918798492	90	62.9411834347	90	90	90	81.202046642	75.2605657548	64.274171528	68.1948898472	90	82.431492495	68.6235760281	90	74.1240839982	62.1705455743	90	90	90	90	90	90	66.0460677852	90	90	90	90	90	90	70.4692366966	90	90	60.4210329811	66.0316134873	90	68.2398095419	76.1353143482	90	84.1328512035	84.9777767308	73.5237154016	58.6100640181	43.3007610989	90	79.8943832249	90	90	56.7712988216	90	90	
45	64.0070948211	90	60.7770621259	90	90	90	81.9229402446	72.9508330203	90	63.8980527123	90	80.8142856002	69.5374398668	90	73.5860195263	62.638895926	90	90	90	90	90	90	90	90	90	90	90	90	90	56.3964333634	90	90	59.264471021	61.0069834088	90	64.3209854195	70.3720560891	90	84.4542938103	84.4195034162	90	90	50.3541038353	90	76.8923477711	90	90	56.4327245345	90	90	
50	62.365147673	90	69.0747097938	90	90	90	86.0460580143	73.4115864566	90	60.9764687501	90	80.0409934577	69.3426237226	90	90	64.3355367082	90	90	90	90	90	90	90	90	90	90	90	90	90	56.3845083918	90	90	90	60.6433020407	90	75.7896738696	68.994358593	90	90	84.1820051392	90	90	51.1462658825	90	90	90	90	90	90	90	
